Variable,Min,Max,Mean,Shape,Graphs
variable_0,-20.0,20.0,0.0,"(21, 3)",graph
variable_1,-20.0,20.0,0.0,"(21, 3)",graph
variable_2,0.0,20000.0,3333.3333333333335,"(21, 6)",graph
variable_3,0.0,20000.0,3333.3333333333335,"(21, 6)",graph
variable_4,0.5,0.5,0.5,"(21,)","graph,sub,sub,sub,sub"
variable_5,0.001,0.001,0.0010000000000000002,"(21,)","graph,sub,sub,sub,sub"
variable_6,0.5,0.5,0.5,"(21,)","graph,sub,sub,sub,sub"
variable_7,0.001,0.001,0.0010000000000000002,"(21,)","graph,sub,sub,sub,sub"
variable_8,0.0,0.0,0.0,"(21, 6)",graph
variable_9,0.0,20000.0,3333.3333333333335,"(21, 6)",graph
variable_10,0.0,0.0,0.0,"(21, 6)",graph
variable_11,0.0,20000.0,3333.3333333333335,"(21, 6)",graph
variable_12,0.0,0.0,0.0,"(20, 12, 12)",graph
variable_13,0.0,0.0,0.0,"(20, 12, 12)",graph
variable_14,0.0,0.0,0.0,"(20, 12, 12)",graph
variable_15,0.499,0.499,0.4990000000000001,"(21,)","graph,sub"
variable_16,2.0,2.0,2.0,"(1,)",graph
variable_17,0.25,0.25,0.25,"(21,)","graph,sub"
variable_18,2.0,2.0,2.0,"(1,)",graph
variable_19,0.249001,0.249001,0.24900099999999997,"(21,)","graph,sub"
variable_20,0.0009989999999999999,0.0009989999999999999,0.0009989999999999999,"(21,)","graph,sub"
variable_21,3.141592653589793,3.141592653589793,3.141592653589793,"(1,)",graph
variable_22,3.141592653589793,3.141592653589793,3.141592653589793,"(1,)",graph
variable_23,0.003138451060936203,0.003138451060936203,0.003138451060936203,"(21,)",graph
variable_24,0.499,0.499,0.4990000000000001,"(21,)","graph,sub"
variable_25,4.0,4.0,4.0,"(1,)",graph
variable_26,0.0625,0.0625,0.0625,"(21,)","graph,sub"
variable_27,4.0,4.0,4.0,"(1,)",graph
variable_28,0.062001498001,0.062001498001,0.062001498001,"(21,)","graph,sub"
variable_29,0.0004985019989999992,0.0004985019989999992,0.0004985019989999992,"(21,)","graph,sub"
variable_30,3.141592653589793,3.141592653589793,3.141592653589793,"(1,)",graph
variable_31,3.141592653589793,3.141592653589793,3.141592653589793,"(1,)",graph
variable_32,0.0015660902178582239,0.0015660902178582239,0.001566090217858224,"(21,)",graph
variable_33,4.0,4.0,4.0,"(1,)",graph
variable_34,4.0,4.0,4.0,"(1,)",graph
variable_35,0.00039152255446455597,0.00039152255446455597,0.000391522554464556,"(21,)",graph
variable_36,0.499,0.499,0.4990000000000001,"(21,)","graph,sub"
variable_37,4.0,4.0,4.0,"(1,)",graph
variable_38,0.0625,0.0625,0.0625,"(21,)","graph,sub"
variable_39,4.0,4.0,4.0,"(1,)",graph
variable_40,0.062001498001,0.062001498001,0.062001498001,"(21,)","graph,sub"
variable_41,0.0004985019989999992,0.0004985019989999992,0.0004985019989999992,"(21,)","graph,sub"
variable_42,3.141592653589793,3.141592653589793,3.141592653589793,"(1,)",graph
variable_43,3.141592653589793,3.141592653589793,3.141592653589793,"(1,)",graph
variable_44,0.0015660902178582239,0.0015660902178582239,0.001566090217858224,"(21,)",graph
variable_45,4.0,4.0,4.0,"(1,)",graph
variable_46,4.0,4.0,4.0,"(1,)",graph
variable_47,0.00039152255446455597,0.00039152255446455597,0.000391522554464556,"(21,)",graph
variable_48,0.499,0.499,0.4990000000000001,"(21,)","graph,sub"
variable_49,4.0,4.0,4.0,"(1,)",graph
variable_50,0.0625,0.0625,0.0625,"(21,)","graph,sub"
variable_51,4.0,4.0,4.0,"(1,)",graph
variable_52,0.062001498001,0.062001498001,0.062001498001,"(21,)","graph,sub"
variable_53,0.0004985019989999992,0.0004985019989999992,0.0004985019989999992,"(21,)","graph,sub"
variable_54,3.141592653589793,3.141592653589793,3.141592653589793,"(1,)",graph
variable_55,3.141592653589793,3.141592653589793,3.141592653589793,"(1,)",graph
variable_56,0.0015660902178582239,0.0015660902178582239,0.001566090217858224,"(21,)",graph
variable_57,2.0,2.0,2.0,"(1,)",graph
variable_58,2.0,2.0,2.0,"(1,)",graph
variable_59,0.0007830451089291119,0.0007830451089291119,0.000783045108929112,"(21,)",graph
variable_60,-18.0,0.0,-6.0,"(3,)","graph,sub"
variable_61,-20.0,0.0,-6.666666666666667,"(3,)","graph,sub"
variable_62,0.0,2.0,0.6666666666666666,"(3,)","graph,sub,norm"
variable_63,2.0,2.0,2.0,"(1,)","graph,norm"
variable_64,0.003138451060936203,0.003138451060936203,0.003138451060936203,"(1,)",graph
variable_65,0.00039152255446455597,0.00039152255446455597,0.00039152255446455597,"(1,)",graph
variable_66,0.00039152255446455597,0.00039152255446455597,0.00039152255446455597,"(1,)",graph
variable_67,0.0007830451089291119,0.0007830451089291119,0.0007830451089291119,"(1,)",graph
variable_68,0.0,0.0,0.0,"(12, 12)",graph
variable_69,69000000000.0,69000000000.0,69000000000.0,"(1,)",graph
variable_70,216553123.204598,216553123.204598,216553123.204598,"(1,)",graph
variable_71,108276561.602299,108276561.602299,108276561.602299,"(1,)",graph
variable_72,0.0,108276561.602299,751920.566682632,"(12, 12)",graph
variable_73,108276561.602299,108276561.602299,108276561.602299,"(1,)",graph
variable_74,828000000000.0,828000000000.0,828000000000.0,"(1,)",graph
variable_75,324180675.0966523,324180675.0966523,324180675.0966523,"(1,)",graph
variable_76,3.0,3.0,3.0,"(1,)",graph
variable_77,8.0,8.0,8.0,"(1,)",graph
variable_78,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_79,0.0,108276561.602299,1033327.4027040316,"(12, 12)",graph
variable_80,414000000000.0,414000000000.0,414000000000.0,"(1,)",graph
variable_81,162090337.54832616,162090337.54832616,162090337.54832616,"(1,)",graph
variable_82,2.0,2.0,2.0,"(1,)",graph
variable_83,4.0,4.0,4.0,"(1,)",graph
variable_84,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_85,0.0,108276561.602299,1314734.238725431,"(12, 12)",graph
variable_86,414000000000.0,414000000000.0,414000000000.0,"(1,)",graph
variable_87,162090337.54832616,162090337.54832616,162090337.54832616,"(1,)",graph
variable_88,2.0,2.0,2.0,"(1,)",graph
variable_89,4.0,4.0,4.0,"(1,)",graph
variable_90,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_91,0.0,108276561.602299,1596141.0747468306,"(12, 12)",graph
variable_92,828000000000.0,828000000000.0,828000000000.0,"(1,)",graph
variable_93,324180675.0966523,324180675.0966523,324180675.0966523,"(1,)",graph
variable_94,3.0,3.0,3.0,"(1,)",graph
variable_95,8.0,8.0,8.0,"(1,)",graph
variable_96,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_97,0.0,108276561.602299,1877547.9107682304,"(12, 12)",graph
variable_98,-414000000000.0,-414000000000.0,-414000000000.0,"(1,)",graph
variable_99,-162090337.54832616,-162090337.54832616,-162090337.54832616,"(1,)",graph
variable_100,2.0,2.0,2.0,"(1,)",graph
variable_101,4.0,4.0,4.0,"(1,)",graph
variable_102,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_103,-40522584.38708154,108276561.602299,1596141.0747468306,"(12, 12)",graph
variable_104,-414000000000.0,-414000000000.0,-414000000000.0,"(1,)",graph
variable_105,-162090337.54832616,-162090337.54832616,-162090337.54832616,"(1,)",graph
variable_106,2.0,2.0,2.0,"(1,)",graph
variable_107,4.0,4.0,4.0,"(1,)",graph
variable_108,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_109,-40522584.38708154,108276561.602299,1314734.238725431,"(12, 12)",graph
variable_110,26000000000.0,26000000000.0,26000000000.0,"(1,)",graph
variable_111,20359172.83215691,20359172.83215691,20359172.83215691,"(1,)",graph
variable_112,10179586.416078456,10179586.416078456,10179586.416078456,"(1,)",graph
variable_113,-40522584.38708154,108276561.602299,1385425.8110593094,"(12, 12)",graph
variable_114,276000000000.0,276000000000.0,276000000000.0,"(1,)",graph
variable_115,108060225.03221744,108060225.03221744,108060225.03221744,"(1,)",graph
variable_116,54030112.51610872,54030112.51610872,54030112.51610872,"(1,)",graph
variable_117,-40522584.38708154,108276561.602299,1760634.9257545087,"(12, 12)",graph
variable_118,276000000000.0,276000000000.0,276000000000.0,"(1,)",graph
variable_119,108060225.03221744,108060225.03221744,108060225.03221744,"(1,)",graph
variable_120,54030112.51610872,54030112.51610872,54030112.51610872,"(1,)",graph
variable_121,-40522584.38708154,108276561.602299,2135844.040449708,"(12, 12)",graph
variable_122,108276561.602299,108276561.602299,108276561.602299,"(1,)",graph
variable_123,-0.003138451060936203,-0.003138451060936203,-0.003138451060936203,"(1,)",graph
variable_124,69000000000.0,69000000000.0,69000000000.0,"(1,)",graph
variable_125,-216553123.204598,-216553123.204598,-216553123.204598,"(1,)",graph
variable_126,-108276561.602299,-108276561.602299,-108276561.602299,"(1,)",graph
variable_127,-108276561.602299,108276561.602299,1383923.4737670762,"(12, 12)",graph
variable_128,-0.003138451060936203,-0.003138451060936203,-0.003138451060936203,"(1,)",graph
variable_129,69000000000.0,69000000000.0,69000000000.0,"(1,)",graph
variable_130,-216553123.204598,-216553123.204598,-216553123.204598,"(1,)",graph
variable_131,-108276561.602299,-108276561.602299,-108276561.602299,"(1,)",graph
variable_132,-108276561.602299,108276561.602299,1383923.4737670762,"(12, 12)",graph
variable_133,108276561.602299,108276561.602299,108276561.602299,"(1,)",graph
variable_134,-828000000000.0,-828000000000.0,-828000000000.0,"(1,)",graph
variable_135,-324180675.0966523,-324180675.0966523,-324180675.0966523,"(1,)",graph
variable_136,3.0,3.0,3.0,"(1,)",graph
variable_137,8.0,8.0,8.0,"(1,)",graph
variable_138,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_139,-108276561.602299,108276561.602299,1102516.6377456766,"(12, 12)",graph
variable_140,414000000000.0,414000000000.0,414000000000.0,"(1,)",graph
variable_141,162090337.54832616,162090337.54832616,162090337.54832616,"(1,)",graph
variable_142,2.0,2.0,2.0,"(1,)",graph
variable_143,4.0,4.0,4.0,"(1,)",graph
variable_144,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_145,-108276561.602299,108276561.602299,1383923.4737670762,"(12, 12)",graph
variable_146,-828000000000.0,-828000000000.0,-828000000000.0,"(1,)",graph
variable_147,-324180675.0966523,-324180675.0966523,-324180675.0966523,"(1,)",graph
variable_148,3.0,3.0,3.0,"(1,)",graph
variable_149,8.0,8.0,8.0,"(1,)",graph
variable_150,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_151,-108276561.602299,108276561.602299,1102516.6377456768,"(12, 12)",graph
variable_152,-414000000000.0,-414000000000.0,-414000000000.0,"(1,)",graph
variable_153,-162090337.54832616,-162090337.54832616,-162090337.54832616,"(1,)",graph
variable_154,2.0,2.0,2.0,"(1,)",graph
variable_155,4.0,4.0,4.0,"(1,)",graph
variable_156,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_157,-108276561.602299,108276561.602299,821109.801724277,"(12, 12)",graph
variable_158,-26000000000.0,-26000000000.0,-26000000000.0,"(1,)",graph
variable_159,-20359172.83215691,-20359172.83215691,-20359172.83215691,"(1,)",graph
variable_160,-10179586.416078456,-10179586.416078456,-10179586.416078456,"(1,)",graph
variable_161,-108276561.602299,108276561.602299,750418.229390399,"(12, 12)",graph
variable_162,414000000000.0,414000000000.0,414000000000.0,"(1,)",graph
variable_163,162090337.54832616,162090337.54832616,162090337.54832616,"(1,)",graph
variable_164,2.0,2.0,2.0,"(1,)",graph
variable_165,4.0,4.0,4.0,"(1,)",graph
variable_166,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_167,-108276561.602299,108276561.602299,1031825.0654117984,"(12, 12)",graph
variable_168,138000000000.0,138000000000.0,138000000000.0,"(1,)",graph
variable_169,54030112.51610872,54030112.51610872,54030112.51610872,"(1,)",graph
variable_170,27015056.25805436,27015056.25805436,27015056.25805436,"(1,)",graph
variable_171,-108276561.602299,108276561.602299,1219429.622759398,"(12, 12)",graph
variable_172,-414000000000.0,-414000000000.0,-414000000000.0,"(1,)",graph
variable_173,-162090337.54832616,-162090337.54832616,-162090337.54832616,"(1,)",graph
variable_174,2.0,2.0,2.0,"(1,)",graph
variable_175,4.0,4.0,4.0,"(1,)",graph
variable_176,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_177,-108276561.602299,108276561.602299,938022.7867379987,"(12, 12)",graph
variable_178,138000000000.0,138000000000.0,138000000000.0,"(1,)",graph
variable_179,54030112.51610872,54030112.51610872,54030112.51610872,"(1,)",graph
variable_180,27015056.25805436,27015056.25805436,27015056.25805436,"(1,)",graph
variable_181,-108276561.602299,108276561.602299,1125627.3440855984,"(12, 12)",graph
variable_182,-0.003138451060936203,-0.003138451060936203,-0.003138451060936203,"(1,)",graph
variable_183,69000000000.0,69000000000.0,69000000000.0,"(1,)",graph
variable_184,-216553123.204598,-216553123.204598,-216553123.204598,"(1,)",graph
variable_185,-108276561.602299,-108276561.602299,-108276561.602299,"(1,)",graph
variable_186,-108276561.602299,108276561.602299,373706.7774029664,"(12, 12)",graph
variable_187,-828000000000.0,-828000000000.0,-828000000000.0,"(1,)",graph
variable_188,-324180675.0966523,-324180675.0966523,-324180675.0966523,"(1,)",graph
variable_189,3.0,3.0,3.0,"(1,)",graph
variable_190,8.0,8.0,8.0,"(1,)",graph
variable_191,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_192,-108276561.602299,108276561.602299,92299.94138156685,"(12, 12)",graph
variable_193,-414000000000.0,-414000000000.0,-414000000000.0,"(1,)",graph
variable_194,-162090337.54832616,-162090337.54832616,-162090337.54832616,"(1,)",graph
variable_195,2.0,2.0,2.0,"(1,)",graph
variable_196,4.0,4.0,4.0,"(1,)",graph
variable_197,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_198,-108276561.602299,108276561.602299,-189106.8946398327,"(12, 12)",graph
variable_199,-828000000000.0,-828000000000.0,-828000000000.0,"(1,)",graph
variable_200,-324180675.0966523,-324180675.0966523,-324180675.0966523,"(1,)",graph
variable_201,3.0,3.0,3.0,"(1,)",graph
variable_202,8.0,8.0,8.0,"(1,)",graph
variable_203,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_204,-108276561.602299,108276561.602299,-470513.73066123226,"(12, 12)",graph
variable_205,414000000000.0,414000000000.0,414000000000.0,"(1,)",graph
variable_206,162090337.54832616,162090337.54832616,162090337.54832616,"(1,)",graph
variable_207,2.0,2.0,2.0,"(1,)",graph
variable_208,4.0,4.0,4.0,"(1,)",graph
variable_209,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_210,-108276561.602299,108276561.602299,-189106.8946398327,"(12, 12)",graph
variable_211,-26000000000.0,-26000000000.0,-26000000000.0,"(1,)",graph
variable_212,-20359172.83215691,-20359172.83215691,-20359172.83215691,"(1,)",graph
variable_213,-10179586.416078456,-10179586.416078456,-10179586.416078456,"(1,)",graph
variable_214,-108276561.602299,108276561.602299,-259798.4669737108,"(12, 12)",graph
variable_215,-414000000000.0,-414000000000.0,-414000000000.0,"(1,)",graph
variable_216,-162090337.54832616,-162090337.54832616,-162090337.54832616,"(1,)",graph
variable_217,2.0,2.0,2.0,"(1,)",graph
variable_218,4.0,4.0,4.0,"(1,)",graph
variable_219,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_220,-108276561.602299,108276561.602299,-541205.3029951104,"(12, 12)",graph
variable_221,138000000000.0,138000000000.0,138000000000.0,"(1,)",graph
variable_222,54030112.51610872,54030112.51610872,54030112.51610872,"(1,)",graph
variable_223,27015056.25805436,27015056.25805436,27015056.25805436,"(1,)",graph
variable_224,-108276561.602299,108276561.602299,-353600.7456475105,"(12, 12)",graph
variable_225,414000000000.0,414000000000.0,414000000000.0,"(1,)",graph
variable_226,162090337.54832616,162090337.54832616,162090337.54832616,"(1,)",graph
variable_227,2.0,2.0,2.0,"(1,)",graph
variable_228,4.0,4.0,4.0,"(1,)",graph
variable_229,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_230,-108276561.602299,108276561.602299,-72193.90962611098,"(12, 12)",graph
variable_231,138000000000.0,138000000000.0,138000000000.0,"(1,)",graph
variable_232,54030112.51610872,54030112.51610872,54030112.51610872,"(1,)",graph
variable_233,27015056.25805436,27015056.25805436,27015056.25805436,"(1,)",graph
variable_234,-108276561.602299,108276561.602299,115410.64772148844,"(12, 12)",graph
variable_235,69000000000.0,69000000000.0,69000000000.0,"(1,)",graph
variable_236,216553123.204598,216553123.204598,216553123.204598,"(1,)",graph
variable_237,108276561.602299,108276561.602299,108276561.602299,"(1,)",graph
variable_238,-108276561.602299,108276561.602299,867331.2144041205,"(12, 12)",graph
variable_239,828000000000.0,828000000000.0,828000000000.0,"(1,)",graph
variable_240,324180675.0966523,324180675.0966523,324180675.0966523,"(1,)",graph
variable_241,3.0,3.0,3.0,"(1,)",graph
variable_242,8.0,8.0,8.0,"(1,)",graph
variable_243,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_244,-108276561.602299,108276561.602299,1148738.0504255202,"(12, 12)",graph
variable_245,-414000000000.0,-414000000000.0,-414000000000.0,"(1,)",graph
variable_246,-162090337.54832616,-162090337.54832616,-162090337.54832616,"(1,)",graph
variable_247,2.0,2.0,2.0,"(1,)",graph
variable_248,4.0,4.0,4.0,"(1,)",graph
variable_249,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_250,-108276561.602299,108276561.602299,867331.2144041206,"(12, 12)",graph
variable_251,-414000000000.0,-414000000000.0,-414000000000.0,"(1,)",graph
variable_252,-162090337.54832616,-162090337.54832616,-162090337.54832616,"(1,)",graph
variable_253,2.0,2.0,2.0,"(1,)",graph
variable_254,4.0,4.0,4.0,"(1,)",graph
variable_255,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_256,-108276561.602299,108276561.602299,585924.3783827208,"(12, 12)",graph
variable_257,828000000000.0,828000000000.0,828000000000.0,"(1,)",graph
variable_258,324180675.0966523,324180675.0966523,324180675.0966523,"(1,)",graph
variable_259,3.0,3.0,3.0,"(1,)",graph
variable_260,8.0,8.0,8.0,"(1,)",graph
variable_261,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_262,-108276561.602299,108276561.602299,867331.2144041206,"(12, 12)",graph
variable_263,414000000000.0,414000000000.0,414000000000.0,"(1,)",graph
variable_264,162090337.54832616,162090337.54832616,162090337.54832616,"(1,)",graph
variable_265,2.0,2.0,2.0,"(1,)",graph
variable_266,4.0,4.0,4.0,"(1,)",graph
variable_267,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_268,-108276561.602299,108276561.602299,1148738.05042552,"(12, 12)",graph
variable_269,414000000000.0,414000000000.0,414000000000.0,"(1,)",graph
variable_270,162090337.54832616,162090337.54832616,162090337.54832616,"(1,)",graph
variable_271,2.0,2.0,2.0,"(1,)",graph
variable_272,4.0,4.0,4.0,"(1,)",graph
variable_273,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_274,-108276561.602299,108276561.602299,1430144.8864469198,"(12, 12)",graph
variable_275,26000000000.0,26000000000.0,26000000000.0,"(1,)",graph
variable_276,20359172.83215691,20359172.83215691,20359172.83215691,"(1,)",graph
variable_277,10179586.416078456,10179586.416078456,10179586.416078456,"(1,)",graph
variable_278,-108276561.602299,108276561.602299,1500836.4587807977,"(12, 12)",graph
variable_279,276000000000.0,276000000000.0,276000000000.0,"(1,)",graph
variable_280,108060225.03221744,108060225.03221744,108060225.03221744,"(1,)",graph
variable_281,54030112.51610872,54030112.51610872,54030112.51610872,"(1,)",graph
variable_282,-108276561.602299,108276561.602299,1876045.573475997,"(12, 12)",graph
variable_283,276000000000.0,276000000000.0,276000000000.0,"(1,)",graph
variable_284,108060225.03221744,108060225.03221744,108060225.03221744,"(1,)",graph
variable_285,54030112.51610872,54030112.51610872,54030112.51610872,"(1,)",graph
variable_286,-108276561.602299,108276561.602299,2251254.6881711967,"(12, 12)",graph
variable_287,-108276561.602299,108276561.602299,112562.73440855983,"(20, 12, 12)",graph
variable_288,-18.0,0.0,-6.0,"(3,)","graph,sub"
variable_289,-20.0,0.0,-6.666666666666667,"(3,)","graph,sub"
variable_290,0.0,2.0,0.6666666666666666,"(3,)","graph,sub"
variable_291,2.0,2.0,2.0,"(1,)",graph
variable_292,0.0,1.0,0.3333333333333333,"(3,)",graph
variable_293,0.0,0.0,0.0,"(1,)",graph
variable_294,1.0,1.0,1.0,"(1,)",graph
variable_295,0.0,0.0,0.0,"(1,)",graph
variable_296,2.0,2.0,2.0,"(1,)",graph
variable_297,0.0,0.0,0.0,"(1,)",graph
variable_298,2.0,2.0,2.0,"(1,)",graph
variable_299,1.0,1.0,1.0,"(1,)",graph
variable_300,1.0,1.0,1.0,"(1,)",graph
variable_301,0.5,0.5,0.5,"(1,)",graph
variable_302,1.0,1.0,1.0,"(1,)",graph
variable_303,0.0,0.0,0.0,"(3, 3)",graph
variable_304,0.0,0.0,0.0,"(3, 3)",graph
variable_305,0.0,1.0,0.6666666666666666,"(3, 3)",graph
variable_306,0.0,1.0,0.3333333333333333,"(3, 3)",graph
variable_307,-1.0,-1.0,-1.0,"(1,)",graph
variable_308,-1.0,-1.0,-1.0,"(1,)",graph
variable_309,-1.0,0.0,-0.6666666666666666,"(3, 3)",graph
variable_310,0.0,0.0,0.0,"(1,)",graph
variable_311,-1.0,0.0,-0.3333333333333333,"(3, 3)",graph
variable_312,-0.0,-0.0,0.0,"(1,)",graph
variable_313,-0.0,-0.0,0.0,"(1,)",graph
variable_314,-0.0,-0.0,0.0,"(1,)",graph
variable_315,-0.0,-0.0,0.0,"(3, 3)",graph
variable_316,-1.0,-1.0,-1.0,"(1,)",graph
variable_317,-0.0,-0.0,0.0,"(1,)",graph
variable_318,-0.0,-0.0,0.0,"(1,)",graph
variable_319,-0.0,-0.0,0.0,"(3, 3)",graph
variable_320,-0.0,1.0,0.3333333333333333,"(3, 3)",graph
variable_321,0.0,0.0,0.0,"(12, 12)",graph
variable_322,0.0,1.0,0.020833333333333332,"(12, 12)",graph
variable_323,0.0,1.0,0.041666666666666664,"(12, 12)",graph
variable_324,0.0,1.0,0.0625,"(12, 12)",graph
variable_325,0.0,1.0,0.08333333333333333,"(12, 12)",graph
variable_326,0.0,1.0,0.004166666666666667,"(20, 12, 12)",graph
variable_327,0.0,1.0,0.08333333333333333,"(12, 12)",graph
variable_328,-40522584.38708154,54030112.51610872,3376882.032256795,"(12, 12)",graph
variable_329,-40522584.38708154,54030112.51610872,10130646.096770385,"(12, 12)",graph
variable_330,-40522584.38708154,54030112.51610872,506532.3048385193,"(20, 12, 12)",graph
variable_331,-16.0,0.0,-5.333333333333333,"(3,)","graph,sub"
variable_332,-18.0,0.0,-6.0,"(3,)","graph,sub"
variable_333,0.0,2.0,0.6666666666666666,"(3,)","graph,sub,norm"
variable_334,2.0,2.0,2.0,"(1,)","graph,norm"
variable_335,0.003138451060936203,0.003138451060936203,0.003138451060936203,"(1,)",graph
variable_336,0.00039152255446455597,0.00039152255446455597,0.00039152255446455597,"(1,)",graph
variable_337,0.00039152255446455597,0.00039152255446455597,0.00039152255446455597,"(1,)",graph
variable_338,0.0007830451089291119,0.0007830451089291119,0.0007830451089291119,"(1,)",graph
variable_339,0.0,0.0,0.0,"(12, 12)",graph
variable_340,69000000000.0,69000000000.0,69000000000.0,"(1,)",graph
variable_341,216553123.204598,216553123.204598,216553123.204598,"(1,)",graph
variable_342,108276561.602299,108276561.602299,108276561.602299,"(1,)",graph
variable_343,0.0,108276561.602299,751920.566682632,"(12, 12)",graph
variable_344,108276561.602299,108276561.602299,108276561.602299,"(1,)",graph
variable_345,828000000000.0,828000000000.0,828000000000.0,"(1,)",graph
variable_346,324180675.0966523,324180675.0966523,324180675.0966523,"(1,)",graph
variable_347,3.0,3.0,3.0,"(1,)",graph
variable_348,8.0,8.0,8.0,"(1,)",graph
variable_349,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_350,0.0,108276561.602299,1033327.4027040316,"(12, 12)",graph
variable_351,414000000000.0,414000000000.0,414000000000.0,"(1,)",graph
variable_352,162090337.54832616,162090337.54832616,162090337.54832616,"(1,)",graph
variable_353,2.0,2.0,2.0,"(1,)",graph
variable_354,4.0,4.0,4.0,"(1,)",graph
variable_355,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_356,0.0,108276561.602299,1314734.238725431,"(12, 12)",graph
variable_357,414000000000.0,414000000000.0,414000000000.0,"(1,)",graph
variable_358,162090337.54832616,162090337.54832616,162090337.54832616,"(1,)",graph
variable_359,2.0,2.0,2.0,"(1,)",graph
variable_360,4.0,4.0,4.0,"(1,)",graph
variable_361,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_362,0.0,108276561.602299,1596141.0747468306,"(12, 12)",graph
variable_363,828000000000.0,828000000000.0,828000000000.0,"(1,)",graph
variable_364,324180675.0966523,324180675.0966523,324180675.0966523,"(1,)",graph
variable_365,3.0,3.0,3.0,"(1,)",graph
variable_366,8.0,8.0,8.0,"(1,)",graph
variable_367,40522584.38708154,40522584.38708154,40522584.38708154,"(1,)",graph
variable_368,0.0,108276561.602299,1877547.9107682304,"(12, 12)",graph
variable_369,-414000000000.0,-414000000000.0,-414000000000.0,"(1,)",graph
variable_370,-162090337.54832616,-162090337.54832616,-162090337.54832616,"(1,)",graph
variable_371,2.0,2.0,2.0,"(1,)",graph
variable_372,4.0,4.0,4.0,"(1,)",graph
variable_373,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_374,-40522584.38708154,108276561.602299,1596141.0747468306,"(12, 12)",graph
variable_375,-414000000000.0,-414000000000.0,-414000000000.0,"(1,)",graph
variable_376,-162090337.54832616,-162090337.54832616,-162090337.54832616,"(1,)",graph
variable_377,2.0,2.0,2.0,"(1,)",graph
variable_378,4.0,4.0,4.0,"(1,)",graph
variable_379,-40522584.38708154,-40522584.38708154,-40522584.38708154,"(1,)",graph
variable_380,-40522584.38708154,108276561.602299,1314734.238725431,"(12, 12)",graph
variable_381,26000000000.0,26000000000.0,26000000000.0,"(1,)",graph
variable_382,20359172.83215691,20359172.83215691,20359172.83215691,"(1,)",graph
variable_383,10179586.416078456,10179586.416078456,10179586.416078456,"(1,)",graph
variable_384,-40522584.38708154,108276561.602299,1385425.8110593094,"(12, 12)",graph
variable_385,276000000000.0,276000000000.0,276000000000.0,"(1,)",graph
variable_386,108060225.03221744,108060225.03221744,108060225.03221744,"(1,)",graph
variable_387,54030112.51610872,54030112.51610872,54030112.51610872,"(1,)",graph
variable_388,-40522584.38708154,108276561.602299,1760634.9257545087,"(12, 12)",graph
variable_389,276000000000.0,276000000000.0,276000000000.0,"(1,)",graph
variable_390,108060225.03221744,108060225.03221744,108060225.03221744,"(1,)",graph
variable_391,54030112.51610872,54030112.51610872,54030112.51610872,"(1,)",graph
variable_392,-40522584.38708154,108276561.602299,2135844.040449708,"(12, 12)",graph
variable_393,108276561.602299,108276561.602299,108276561.602299,"(1,)",graph
variable_394,-0.003138451060936203,-0.003138451060936203,-0.003138451060936203,"(1,)",graph
variable_395,69000000000.0,69000000000.0,69000000000.0,"(1,)",graph
variable_396,-216553123.204598,-216553123.204598,-216553123.204598,"(1,)",graph
variable_397,-108276561.602299,-108276561.602299,-108276561.602299,"(1,)",graph
variable_398,-108276561.602299,108276561.602299,1383923.4737670762,"(12, 12)",graph
